index,year,statesuperintendency,agency,reservation,school,school_type,students_enrollment,avg_attendance,num_students,school_capacity
20586,1917,South Dakota,Pine Ridge Superintendency ,,No. 25 Day,day,8,7,,30
20587,1917,South Dakota,Pine Ridge Superintendency ,,No. 26 Day,day,22,12,,30
20588,1917,South Dakota,Pine Ridge Superintendency ,,No. 27 Day,day,15,9,,20
20589,1917,South Dakota,Pine Ridge Superintendency ,,No. 28 Day,day,15,10,,23
20590,1917,South Dakota,Pine Ridge Superintendency ,,No. 29 Day,day,11,7,,30
20591,1917,South Dakota,Pine Ridge Superintendency ,,No. 30 Day,day,15,6,,20
20592,1917,South Dakota,Pine Ridge Superintendency ,,Holy Rosary Contract Mission Boarding,boarding,225,175,,240
20593,1917,South Dakota,,,Rapid City (nonreservation) Boarding,boarding,322,191,,300
20594,1917,South Dakota,Rosebud Superintendency ,,Rosebud Reservation Boarding,boarding,277,227,,200
20595,1917,South Dakota,Rosebud Superintendency ,,Black Pipe Day,day,28,22,,20
20596,1917,South Dakota,Rosebud Superintendency ,,Bull Creek Day,day,5,4,,32
20597,1917,South Dakota,Rosebud Superintendency ,,Corn Creek Day,day,23,12,,40
20598,1917,South Dakota,Rosebud Superintendency ,,Cut Meat Day,day,16,13,,24
20599,1917,South Dakota,Rosebud Superintendency ,,He Dog's Camp Day,day,27,20,,27
20600,1917,South Dakota,Rosebud Superintendency ,,Ironwood Day,day,13,11,,24
20601,1917,South Dakota,Rosebud Superintendency ,,Little Crow's Camp Day,day,22,14,,26
20602,1917,South Dakota,Rosebud Superintendency ,,Little White River Day,day,5,5,,26
20603,1917,South Dakota,Rosebud Superintendency ,,Lower Cut Meat Day,day,,,,27
20604,1917,South Dakota,Rosebud Superintendency ,,Milk's Camp Day ,day,21,13,,29
20605,1917,South Dakota,Rosebud Superintendency ,,Oak Creek Day,day,24,15,,26
20606,1917,South Dakota,Rosebud Superintendency ,,Pine Creek Day,day,28,14,,25
20607,1917,South Dakota,Rosebud Superintendency ,,Red Leaf Day,day,14,10,,23
20608,1917,South Dakota,Rosebud Superintendency ,,Ring Thunder Day,day,6,5,,23
20609,1917,South Dakota,Rosebud Superintendency ,,Rosebud Day,day,9,7,,25
20610,1917,South Dakota,Rosebud Superintendency ,,Spring Creek Day,day,14,11,,26
20611,1917,South Dakota,Rosebud Superintendency ,,Upper Cut Meat Day,day,14,9,,21
20612,1917,South Dakota,Rosebud Superintendency ,,Whirlwind Soldier Day,day,16,6,,26
20613,1917,South Dakota,Rosebud Superintendency ,,White Lake Day,day,14,7,,19
20614,1917,South Dakota,Rosebud Superintendency ,,White Thunder Day,day,6,5,,27
20615,1917,South Dakota,Rosebud Superintendency ,,Wood Day,day,20,16,,25
20616,1917,South Dakota,Rosebud Superintendency ,,St. Mary's Mission Boarding,boarding,59,47,,70
20617,1917,South Dakota,Rosebud Superintendency ,,St. Francis's Contract Mission Boarding,boarding,330,260,,325
20618,1917,South Dakota,,,Sisseton Reservation Boarding,boarding,147,125,,133
20619,1917,South Dakota,,,Springfield (nonreservation) Boarding,boarding,75,60,,60
20620,1917,South Dakota,,,Yankton Reservation Boarding,boarding,123,88,,115
20621,1917,Utah,,,Goshute Day,day,,,,30
20622,1917,Utah,,,Shivwits Day,day,28,15,,40
20623,1917,Utah,,,Uintah Reservation Boarding,boarding,85,64,,67
20624,1917,Washington,Colville Superintendency ,,No.1 Day,day,22,10,,25
20625,1917,Washington,Colville Superintendency ,,No. 3 Day ,day,31,18,,30
20626,1917,Washington,Colville Superintendency ,,No. 4 Day ,day,33,16,,30
20627,1917,Washington,Colville Superintendency ,,No. 5 Day,day,28,19,,30
20628,1917,Washington,Colville Superintendency ,,No. 6 Day,day,23,11,,25
20629,1917,Washington,Colville Superintendency ,,No. 9 Day,day,23,18,,25
20630,1917,Washington,Colville Superintendency ,,Sacred Heart Mission Boarding,boarding,39,24,,90
20631,1917,Washington,Colville Superintendency ,,St. Mary's Mission Boarding,boarding,83,61,,100
20632,1917,Washington,Cushman Superintendency ,,Cushman (nonreservation) Boarding,boarding,363,240,,350
20633,1917,Washington,Cushman Superintendency ,,Jamestown Day,day,22,14,,30
20634,1917,Washington,Cushman Superintendency ,,Port Gamble Day,day,25,15,,25
20635,1917,Washington,Cushman Superintendency ,,Skokomish Day,day,30,8,,40
20636,1917,Washington,Cushman Superintendency ,,St. George's Mission Boarding,boarding,86,67,,70
20637,1917,Washington,Neah Bay Superintendency ,,Neah Bay Day,day,63,39,,60
20638,1917,Washington,Neah Bay Superintendency ,,Quileute Day,day,48,35,,60
20639,1917,Washington,Spokane Superintendency ,,No. 1 Day ,day,17,12,,33
20640,1917,Washington,Spokane Superintendency ,,No. 2 Day ,day,34,15,,32
20641,1917,Washington,Spokane Superintendency ,,No. 8 Day,day,17,9,,25
20642,1917,Washington,Taholah Superintendency ,,Taholah Day ,day,41,34,,36
20643,1917,Washington,Taholah Superintendency ,,Queets River Day,day,15,8,,40
20644,1917,Washington,Tulalip Superintendency ,,Tulalip Reservation Boarding,boarding,208,170,,180
20645,1917,Washington,Tulalip Superintendency ,,Lummi Day ,day,36,14,,40
20646,1917,Washington,Tulalip Superintendency ,,Swinomish Day,day,24,18,,30
20647,1917,Washington,,,Yakima Reservation Boarding,boarding,127,95,,131
20648,1917,Wisconsin,Hayward Superintendency ,,Hayward (nonreservation) Boarding,boarding,293,159,,231
20649,1917,Wisconsin,Hayward Superintendency ,,La Courte Oreille Day,day,50,36,,74
20650,1917,Wisconsin,Keshena Superintendency ,,Keshena Reservation Boarding,boarding,185,147,,170
20651,1917,Wisconsin,Keshena Superintendency ,,Neopit Day,day,43,17,,80
20652,1917,Wisconsin,Keshena Superintendency ,,St. Joseph's Contract Mission boarding,boarding,243,192,,220
20653,1917,Wisconsin,Keshena Superintendency ,,St. Anthony's Mission Day,day,102,68,,120
20654,1917,Wisconsin,,,Lac du Flambeau Reservation Boarding,boarding,151,131,,160
20655,1917,Wisconsin,La Pointe Superintendency ,,Odanah Mission Day ,day,78,50,,490
20656,1917,Wisconsin,La Pointe Superintendency ,,St. Mary's Mission Boarding,boarding,266,200,,200
20657,1917,Wisconsin,Oneida Superintendency ,,Oneida Reservation Boarding,boarding,162,150,,140
20658,1917,Wisconsin,Oneida Superintendency ,,Adventist Mission Day,day,25,20,,25
20659,1917,Wisconsin,Oneida Superintendency ,,Hobart Mission Day,day,16,16,,25
20660,1917,Wisconsin,Red Cliff Superintendency ,,Red Clif Day ,day,32,22,,52
20661,1917,Wisconsin,Red Cliff Superintendency ,,Bayfield (Holy Family) Mission Boarding,boarding,35,34,,65
20662,1917,Wisconsin,,,Tomah (nonreservation) Boarding,boarding,374,204,,275
20663,1917,Wisconsin,,,Wittenberg (nonreservation) boarding,boarding,136,120,,110
20664,1917,Wyoming,Shoshone Superintendency ,,Shoshone Reservation Boarding,boarding,167,143,,135
20665,1917,Wyoming,Shoshone Superintendency ,,Arapaho Day,day,26,15,,25
20666,1917,Wyoming,Shoshone Superintendency ,,St. Stephen's Contract Mission Boarding,boarding,83,59,,120
20667,1917,Wyoming,Shoshone Superintendency ,,Shoshone Mission Boarding,boarding,16,15,,20
20668,1918,Arizona,Camp Verde Superintendency ,,Camp Verde Day,day,21,16,,30
20669,1918,Arizona,Camp Verde Superintendency ,,Clarksdale Day,day,36,26,,30
20670,1918,Arizona,,,Colorado River Reservation Boarding,boarding,84,76,,80
20671,1918,Arizona,Fort Apache Superintendency ,,Fort Apache Reservation Boarding,boarding,267,241,,200
20672,1918,Arizona,Fort Apache Superintendency ,,Canon Day ,day,38,34,,42
20673,1918,Arizona,Fort Apache Superintendency ,,Cibecue Day,day,38,28,,50
20674,1918,Arizona,Fort Apache Superintendency ,,East Fork Day,day,41,35,,40
20675,1918,Arizona,Fort Apache Superintendency ,,Cibecue Mission Day ,day,21,17,,20
20676,1918,Arizona,Fort Apache Superintendency ,,East Fork Mission Day,day,21,17,,20
20677,1918,Arizona,,,Fort Mohave (nonreservation) Boarding,boarding,155,117,,200
20678,1918,Arizona,,,Havasupai Day,day,34,26,,35
20679,1918,Arizona,,,Kaibab Day,day,22,14,,22
20680,1918,Arizona,Leupp Superintendency ,,Leupp Reservation Boarding,boarding,103,95,,163
20681,1918,Arizona,Leupp Superintendency ,,Tolchaco Mission Boarding,boarding,9,9,,20
20682,1918,Arizona,Moqui Superintendency ,,Moqui Reservation Boarding,boarding,,,,125
20683,1918,Arizona,Moqui Superintendency ,,Chimopovy Day ,day,39,18,,50
20684,1918,Arizona,Moqui Superintendency ,,Hoteville-Bicabi Day,day,137,89,,72
20685,1918,Arizona,Moqui Superintendency ,,Oraibi Day,day,71,49,,80
20686,1918,Arizona,Moqui Superintendency ,,Polacco Day,day,124,74,,100
20687,1918,Arizona,Moqui Superintendency ,,Second Mesa Day,day,66,48,,72
20688,1918,Arizona,Navajo Superintendency ,,Navajo Reservation Boarding,boarding,302,257,,350
20689,1918,Arizona,Navajo Superintendency ,,Chin Lee Reservation Boarding,boarding,195,142,,166
20690,1918,Arizona,Navajo Superintendency ,,Tohatchi Reservation Boarding,boarding,215,188,,250
20691,1918,Arizona,Navajo Superintendency ,,Cornfields Day,day,30,16,,25
20692,1918,Arizona,Navajo Superintendency ,,Luki Chuki Day,day,27,13,,60
20693,1918,Arizona,Navajo Superintendency ,,Ganado Mission Day ,day,47,38,,35
20694,1918,Arizona,Navajo Superintendency ,,Rehoboth Mission Boarding,boarding,70,63,,40
20695,1918,Arizona,Navajo Superintendency ,,St. Michael's Mission Boarding,boarding,200,169,,150
20696,1918,Arizona,,,Phoenix Nonreservation Boarding,boarding,780,650,,700
20697,1918,Arizona,Pima Superintendency ,,Pima Reservation Boardign,boarding,289,223,,218
20698,1918,Arizona,Pima Superintendency ,,Blackwater Day,day,40,25,,36
20699,1918,Arizona,Pima Superintendency ,,Casa Blanca Day ,day,60,36,,40
20700,1918,Arizona,Pima Superintendency ,,Chiu Chuischu Day,day,19,10,,40
20701,1918,Arizona,Pima Superintendency ,,Cocklebur Day,day,20,5,,40
20702,1918,Arizona,Pima Superintendency ,,Gila Bend Day,day,28,15,,30
20703,1918,Arizona,Pima Superintendency ,,Gila Crossing Day,day,32,27,,40
20704,1918,Arizona,Pima Superintendency ,,Maricopa Day ,day,28,25,,40
20705,1918,Arizona,Pima Superintendency ,,Quajote Day ,day,16,9,,40
20706,1918,Arizona,Pima Superintendency ,,Santan Day ,day,35,25,,40
20707,1918,Arizona,Pima Superintendency ,,St. Ann's (Guadalupe) Mission Day ,day,19,10,,35
20708,1918,Arizona,Pima Superintendency ,,St. John's Mission Boarding,boarding,290,278,,235
20709,1918,Arizona,,,Rice Station Reservation Boarding,boarding,225,197,,216
20710,1918,Arizona,Salt River Superintendency ,,Camp McDowell Day ,day,,,,40
20711,1918,Arizona,Salt River Superintendency ,,Salt River Day ,day,76,68,,88
20712,1918,Arizona,Salt River Superintendency ,,Lehi Day ,day,34,24,,30
20713,1918,Arizona,San Carlos Superintendency ,,San Carlos Day ,day,117,88,,100
20714,1918,Arizona,San Carlos Superintendency ,,Bylas Day ,day,100,51,,40
20715,1918,Arizona,San Carlos Superintendency ,,Rice Mission Bay,day,35,23,,25
20716,1918,Arizona,San Xavier Superintendency ,,San Xavier Day ,day,121,92,,155
20717,1918,Arizona,San Xavier Superintendency ,,Indian Oasis Day,day,32,11,,30
20718,1918,Arizona,San Xavier Superintendency ,,Santa Rosa Day ,day,45,18,,30
20719,1918,Arizona,San Xavier Superintendency ,,Tucson Day ,day,31,13,,35
20720,1918,Arizona,San Xavier Superintendency ,,Vamori Day,day,33,24,,40
20721,1918,Arizona,San Xavier Superintendency ,,Lourdes Mission Day ,day,23,23,,30
20722,1918,Arizona,San Xavier Superintendency ,,St. Anthony's Mission Day,day,16,16,,30
20723,1918,Arizona,San Xavier Superintendency ,,San Miguel Mission Day ,day,22,22,,20
20724,1918,Arizona,San Xavier Superintendency ,,San Salano Mission Day ,day,29,27,,20
20725,1918,Arizona,San Xavier Superintendency ,,Tucson Mission boarding,boarding,49,49,,130
20726,1918,Arizona,,,Truxton Canon Reservation Boarding,boarding,101,94,,140
20727,1918,Arizona,Western Navajo Superintendency ,,Western Navajo Reservation Boarding,boarding,161,130,,308
20728,1918,Arizona,Western Navajo Superintendency ,,Marsh Pass Reservation boarding,boarding,30,25,,30
20729,1918,Arizona,Western Navajo Superintendency ,,Noencopi Day ,day,39,38,,35
20730,1918,California,Bishop Superintendency ,,Bishop Day ,day,43,26,,60
20731,1918,California,Bishop Superintendency ,,Big Pine Day ,day,20,15,,30
20732,1918,California,Bishop Superintendency ,,Independence Day ,day,15,11,,20
20733,1918,California,Bishop Superintendency ,,Pine Creek Day,day,20,13,,30
20734,1918,California,,,Campo Day ,day,16,13,,30
20735,1918,California,Fort Bidwell Superintendency ,,Fort Bidwell (nonreservation) Boarding,boarding,96,76,,98
20736,1918,California,Fort Bidwell Superintendency ,,Likely Day ,day,14,8,,20
20737,1918,California,Fort Yuma Superintendency ,,Fort Yuma Reservation Boarding,boarding,156,149,,180
20738,1918,California,Fort Yuma Superintendency ,,Cocopah Day ,day,12,10,,40
20739,1918,California,,,Greenville (nonreservation) Boarding,boarding,144,86,,90
20740,1918,California,,,Hoopa Valley Reservation Boarding,boarding,187,114,,165
20741,1918,California,Malki Superintendency ,,St. Boniface Mission boarding,boarding,125,90,,100
20742,1918,California,Pala Superintendency ,,Pala Day ,day,27,20,,30
20743,1918,California,Pala Superintendency ,,Capitan Grande Day ,day,14,8,,24
20744,1918,California,Pala Superintendency ,,La Jolla Day ,day,20,14,,30
20745,1918,California,Pala Superintendency ,,Rincon Day ,day,12,10,,14
20746,1918,California,Round Valley Superintendency ,,Round Valley Day ,day,50,24,,80
20747,1918,California,Round Valley Superintendency ,,Potter Valley Day,day,10,6,,16
20748,1918,California,Round Valley Superintendency ,,Ukiah Day ,day,19,10,,25
20749,1918,California,Round Valley Superintendency ,,Yokaia Day,day,16,6,,40
20750,1918,California,Round Valley Superintendency ,,Upper Lake Day,day,23,10,,30
20751,1918,California,,,Sherman (nonreservation) Boarding,boarding,884,541,,650
20752,1918,California,Soboba Superintendency ,,Mesa Grande Day ,day,14,13,,30
20753,1918,California,Soboba Superintendency ,,Volcan Day ,day,18,13,,30
20754,1918,California,Tule River Superintendency ,,Tule River Day ,day,23,7,,30
20755,1918,California,Tule River Superintendency ,,Auberry Day ,day,31,17,,32
20756,1918,California,Tule River Superintendency ,,Burrough Day ,day,25,13,,24
20757,1918,Colorado,Southern Ute Superintendency ,,Southern Ute Reservation Boarding,boarding,61,45,,50
20758,1918,Colorado,Southern Ute Superintendency ,,Allen Day ,day,19,16,,30
20759,1918,Colorado,,,Ute Mountain Day,day,22,14,,25
20760,1918,Idaho,Coeur d'Alene Superintendency ,,Kalispel Day,day,22,11,,30
20761,1918,Idaho,Coeur d'Alene Superintendency ,,Kootenai Day,day,25,15,,30
20762,1918,Idaho,Coeur d'Alene Superintendency ,,De Smet Mission Boarding,boarding,56,41,,80
20763,1918,Idaho,Fort Hall Superintendency ,,Fort Hall Reservation Boarding,boarding,155,88,,200
20764,1918,Idaho,Fort Hall Superintendency ,,Skull Valley Day ,day,12,7,,20
20765,1918,Idaho,Fort Hall Superintendency ,,Good Shepherd Mission Boarding,boarding,22,16,,30
20766,1918,Idaho,Fort Hall Superintendency ,,Presbyterian Mission Day ,day,16,8,,20
20767,1918,Idaho,Fort Lapwai Superintendency ,,Sanatorium and School Boarding,boarding,123,70,,80
20768,1918,Idaho,Fort Lapwai Superintendency ,,St. Joseph's Mission Boarding,boarding,62,32,,100
20769,1918,Iowa,Sac and Fox Superintendency ,,Sanatorium and School Boarding,boarding,113,110,,80
20770,1918,Iowa,Sac and Fox Superintendency ,,Fox Day ,day,28,16,,40
20771,1918,Iowa,Sac and Fox Superintendency ,,Mesquakie Day ,day,34,24,,30
20772,1918,Kansas,,,Haskell (nonreservation) Boarding,boarding,922,595,,700
20773,1918,Kansas,,,Kickapoo Reservation Boarding,boarding,109,89,,71
20774,1918,Michigan,Mackinac Superintendency ,,Baraga (Holy Name) Mission Boarding and Day ,both,80,60,,152
20775,1918,Michigan,Mackinac Superintendency ,,Harbor Springs (Holy Childhood) Mission Boarding,boarding,133,123,,200
20776,1918,Michigan,,,Mount Pleasant (nonreservation) Boarding,boarding,369,307,,350
20777,1918,Minnesota,,,Cass Lake Reservation Boarding,boarding,63,40,,40
20778,1918,Minnesota,Fond du Lac Superintendency ,,Fond du Lac Day ,day,24,9,,40
20779,1918,Minnesota,Fond du Lac Superintendency ,,Normantown Day,day,15,8,,34
20780,1918,Minnesota,,,Grand Portage Day,day,14,10,,20
20781,1918,Minnesota,,,Leech Lake Reservation Boarding,boarding,129,65,,116
20782,1918,Minnesota,,,Nett Lake Day ,day,49,31,,60
20783,1918,Minnesota,,,Pipestone (nonreservation) Boarding,boarding,195,145,,212
20784,1918,Minnesota,Red Lake Superintedency ,,Red Lake Reservation Boarding,boarding,107,89,,75
20785,1918,Minnesota,Red Lake Superintedency ,,Cross Lake Reservation Boarding,boarding,92,58,,93
20786,1918,Minnesota,Red Lake Superintedency ,,St. Mary's Contract Mission boarding,boarding,95,57,,70
20787,1918,Minnesota,,,Vermillion Lake Reservation Boarding,boarding,128,103,,110
20788,1918,Minnesota,White Earth Superintendency ,,White Earth Reservation boarding,boarding,261,137,,250
20789,1918,Minnesota,White Earth Superintendency ,,Beaulieu Day,day,40,28,,30
20790,1918,Minnesota,White Earth Superintendency ,,Elbow Lake Day ,day,12,9,,30
20791,1918,Minnesota,White Earth Superintendency ,,Pine Point Day,day,39,25,,53
20792,1918,Minnesota,White Earth Superintendency ,,Round Lake Day,day,22,12,,30
20793,1918,Minnesota,White Earth Superintendency ,,Twin Lake Day,day,32,22,,30
20794,1918,Minnesota,White Earth Superintendency ,,St. Benedict's Contract Mission Boarding,boarding,114,101,,130
20795,1918,Montana,Blackfeet Superintendency ,,Blackfeet Reservation Boarding,boarding,181,103,,144
20796,1918,Montana,Blackfeet Superintendency ,,Heart Butte Day ,day,21,11,,30
20797,1918,Montana,Blackfeet Superintendency ,,Old Agency Day,day,25,17,,30
20798,1918,Montana,Blackfeet Superintendency ,,Holy Family Mission Boarding,boarding,90,50,,145
20799,1918,Montana,Crow Superintendency ,,Crow Reservation Boarding,boarding,70,52,,100
20800,1918,Montana,Crow Superintendency ,,Pryor Creek Reservation Boarding,boarding,47,39,,47
20801,1918,Montana,Crow Superintendency ,,Black Lodge Mission Day,day,27,25,,30
20802,1918,Montana,Crow Superintendency ,,Lodge Grass Mission Day,day,31,21,,50
20803,1918,Montana,Crow Superintendency ,,Reno Mission Day,day,45,34,,35
20804,1918,Montana,Crow Superintendency ,,St. Ann's Mission Day ,day,17,15,,25
20805,1918,Montana,Crow Superintendency ,,San Xavier Mission boarding,boarding,61,50,,125
20806,1918,Montana,Crow Superintendency ,,Wyola Mission Day ,day,17,12,,30
20807,1918,Montana,Flathead Superintendency ,,St. Ignatius Mission boarding,boarding,186,145,,300
20808,1918,Montana,Fort Belknap Superintendency ,,Fort Belknap Reservation Boarding,boarding,121,83,,51
20809,1918,Montana,Fort Belknap Superintendency ,,Lodge Pole Day ,day,34,13,,40
20810,1918,Montana,Fort Belknap Superintendency ,,St. Paul's Mission Boarding,boarding,107,76,,160
20811,1918,Montana,Fort Peck Superintendency ,,Fort Peck Reservation Boarding,boarding,129,107,,120
20812,1918,Montana,Fort Peck Superintendency ,,No. 1 Day ,day,22,14,,30
20813,1918,Montana,Fort Peck Superintendency ,,No. 2 Day ,day,27,12,,30
20814,1918,Montana,Fort Peck Superintendency ,,No. 4 Day ,day,18,13,,30
20815,1918,Montana,Fort Peck Superintendency ,,Wolf Point Mission Boarding and Day ,both,66,51,,40
20816,1918,Montana,,,Rocky Boy's Day,day,,,,25
20817,1918,Montana,Tongue River Superintendency ,,Tongue River Reservation Boarding,boarding,81,47,,69
20818,1918,Montana,Tongue River Superintendency ,,Birney Day ,day,46,23,,47
20819,1918,Montana,Tongue River Superintendency ,,Lamedeer Day,day,43,23,,40
20820,1918,Montana,Tongue River Superintendency ,,St. Labre's Contract Mission boarding,boarding,40,23,,60
20821,1918,Nebraska,,,Genoa (nonreservation) boarding,boarding,488,280,,400
20822,1918,Nebraska,Winnebago Superintendency ,,Winnebago Mission Boarding,boarding,60,57,,60
20823,1918,Nebraska,Winnebago Superintendency ,,St. Augustine Mission Boarding,boarding,49,37,,122
20824,1918,Nebraska,Winnebago Superintendency ,,All Saints Mission Day,day,18,12,,25
20825,1918,Nevada,,,Carson (nonreservation) Boarding,boarding,408,267,,336
20826,1918,Nevada,Fallon Superintendency ,,Fallon Day ,day,30,20,,40
20827,1918,Nevada,Fallon Superintendency ,,Lovelocks Day,day,19,13,,25
20828,1918,Nevada,,,Fort McDermitt Day ,day,59,35,,80
20829,1918,Nevada,,,Moapa River Day,day,19,16,,20
20830,1918,Nevada,,,Nevada Reservation Boarding,boarding,83,58,,70
20831,1918,Nevada,,,Walker River Day,day,29,19,,60
20832,1918,Nevada,Western Shoshone Superintendency ,,Western Shoshone No. 1 Day,day,40,27,,35
20833,1918,Nevada,Western Shoshone Superintendency ,,Western Shoshone No. 2 Day ,day,54,41,,34
20834,1918,New Mexico,,,Albuquerque (nonreservation) Boarding,boarding,470,387,,400
20835,1918,New Mexico,,,Jicarilla Reservation Boarding,boarding,97,89,,108
20836,1918,New Mexico,,,Mescalero Reservation Boarding,boarding,114,110,,100
20837,1918,New Mexico,Pueblo Bonito Superintendency ,,Pueblo Bonito Reservation Boarding,boarding,197,132,,180
20838,1918,New Mexico,Pueblo Bonito Superintendency ,,Pinedale Day,day,25,16,,30
20839,1918,New Mexico,Pueblo Day Superintendency (Albuquerque),,Acomita Day,day,26,19,,32
20840,1918,New Mexico,Pueblo Day Superintendency (Albuquerque),,Encinial Day,day,25,17,,30
20841,1918,New Mexico,Pueblo Day Superintendency (Albuquerque),,Isleta Day,day,126,93,,120
20842,1918,New Mexico,Pueblo Day Superintendency (Albuquerque),,Laguna Day,day,53,40,,34
20843,1918,New Mexico,Pueblo Day Superintendency (Albuquerque),,McCarty's Day,day,34,20,,38
20844,1918,New Mexico,Pueblo Day Superintendency (Albuquerque),,Mesita Day,day,34,24,,38
20845,1918,New Mexico,Pueblo Day Superintendency (Albuquerque),,Paguate Day,day,76,63,,60
20846,1918,New Mexico,Pueblo Day Superintendency (Albuquerque),,Paraje Day,day,39,29,,20
20847,1918,New Mexico,Pueblo Day Superintendency (Albuquerque),,San Felipe Day,day,63,47,,60
20848,1918,New Mexico,Pueblo Day Superintendency (Albuquerque),,Seama Day,day,40,30,,28
20849,1918,New Mexico,Pueblo Day Superintendency (Albuquerque),,Bernalillo Mission Boarding,boarding,104,92,,125
20850,1918,New Mexico,Pueblo Day Superintendency (Santa Fe),,Cochiti Day,day,31,24,,28
20851,1918,New Mexico,Pueblo Day Superintendency (Santa Fe),,Jemez Day,day,110,69,,120
20852,1918,New Mexico,Pueblo Day Superintendency (Santa Fe),,Picuris Day,day,22,21,,24
20853,1918,New Mexico,Pueblo Day Superintendency (Santa Fe),,San Ildefonso Day ,day,19,15,,40
20854,1918,New Mexico,Pueblo Day Superintendency (Santa Fe),,San Juan Day ,day,59,44,,70
20855,1918,New Mexico,Pueblo Day Superintendency (Santa Fe),,Santa Clara Day,day,65,44,,40
20856,1918,New Mexico,Pueblo Day Superintendency (Santa Fe),,Santa Domingo Day ,day,80,64,,50
20857,1918,New Mexico,Pueblo Day Superintendency (Santa Fe),,Sia Day ,day,16,13,,30
20858,1918,New Mexico,Pueblo Day Superintendency (Santa Fe),,Taos Day ,day,73,38,,70
20859,1918,New Mexico,Pueblo Day Superintendency (Santa Fe),,Jemez Mission Day,day,5,4,,34
20860,1918,New Mexico,Pueblo Day Superintendency (Santa Fe),,St. Catherine's Mission boarding,boarding,265,200,,250
20861,1918,New Mexico,San Juan Superintendency ,,San Juan Reservation Boarding,boarding,214,167,,150
20862,1918,New Mexico,San Juan Superintendency ,,Toadlena Reservation Boarding,boarding,84,65,,80
20863,1918,New Mexico,,,Santa Fe (nonreservation) Boarding,boarding,410,351,,350
20864,1918,New Mexico,Zuni Superintendency ,,Zuni Reservation Boarding,boarding,116,114,,80
20865,1918,New Mexico,Zuni Superintendency ,,Zuni Day ,day,149,143,,118
20866,1918,New Mexico,Zuni Superintendency ,,Christian Reformed Mission Day,day,27,25,,30
20867,1918,North Carolina,Cherokee Superintendency ,,Cherokee Reservation Boarding,boarding,264,195,,160
20868,1918,North Carolina,Cherokee Superintendency ,,Big Cove Day,day,30,9,,40
20869,1918,North Carolina,Cherokee Superintendency ,,Birdtown Day ,day,40,14,,40
20870,1918,North Carolina,Cherokee Superintendency ,,Little Snowbird Day,day,22,8,,30
20871,1918,North Carolina,Cherokee Superintendency ,,Snowbird Gap Day,day,21,10,,40
20872,1918,North Dakota,,,Bismarck (nonreservation) Boarding,boarding,114,44,,80
20873,1918,North Dakota,Fort Berthold Superintendency ,,No. 1 Day ,day,10,6,,30
20874,1918,North Dakota,Fort Berthold Superintendency ,,No. 2 Day ,day,19,13,,36
20875,1918,North Dakota,Fort Berthold Superintendency ,,No. 3 Day,day,21,16,,30
20876,1918,North Dakota,Fort Berthold Superintendency ,,Fort Berthold Mission Boarding,boarding,43,36,,75
20877,1918,North Dakota,Fort Berthold Superintendency ,,Congregational Mission boarding,boarding,28,25,,13
20878,1918,North Dakota,,,Fort Totten Reservation Boarding,boarding,536,282,,323
20879,1918,North Dakota,Standing Rock Superintendency ,,Standing Rock Reservation Boarding,boarding,245,182,,202
20880,1918,North Dakota,Standing Rock Superintendency ,,Martin Kenel Reservation Boarding,boarding,84,70,,100
20881,1918,North Dakota,Standing Rock Superintendency ,,Bullhead Day,day,38,24,,40
20882,1918,North Dakota,Standing Rock Superintendency ,,Cannon Ball Day,day,33,15,,40
20883,1918,North Dakota,Standing Rock Superintendency ,,Grand River Day,day,15,12,,30
20884,1918,North Dakota,Standing Rock Superintendency ,,Little Oak Creek Day,day,23,13,,40
20885,1918,North Dakota,Standing Rock Superintendency ,,Porcupine Day,day,5,4,,24
20886,1918,North Dakota,Standing Rock Superintendency ,,St. Elizabeth's Mission Boarding,boarding,55,48,,50
20887,1918,North Dakota,Standing Rock Superintendency ,,Standing Rock Mission Boarding,boarding,13,11,,16
20888,1918,North Dakota,Turtle Mountain Superintendency ,,No. 1 Day ,day,44,22,,40
20889,1918,North Dakota,Turtle Mountain Superintendency ,,No. 2 Day ,day,49,17,,30
20890,1918,North Dakota,Turtle Mountain Superintendency ,,No. 3 Day,day,59,20,,30
20891,1918,North Dakota,Turtle Mountain Superintendency ,,No. 4 Day ,day,51,22,,30
20892,1918,North Dakota,Turtle Mountain Superintendency ,,No. 5 Day,day,26,11,,30
20893,1918,North Dakota,,,Wahpeton (nonreservation) Boarding,boarding,238,126,,200
20894,1918,Oklahoma,,,Cantonment Reservation Boarding,boarding,111,87,,90
20895,1918,Oklahoma,,,Cheyenne and Arapaho Reservation Boarding,boarding,205,153,,150
20896,1918,Oklahoma,,,Chilocco (nonreservation) Boarding,boarding,654,528,,500
20897,1918,Oklahoma,Kiowa Superintendency ,,Anadarko Reservation Boarding,boarding,140,120,,110
20898,1918,Oklahoma,Kiowa Superintendency ,,Fort Sill Reservation Boarding,boarding,181,163,,160
20899,1918,Oklahoma,Kiowa Superintendency ,,Rainy Mountain Reservation Boarding,boarding,163,126,,155
20900,1918,Oklahoma,Kiowa Superintendency ,,Riverside Reservation Boarding,boarding,161,134,,188
20901,1918,Oklahoma,Osage Superintendency ,,Osage Reservation Boarding,boarding,128,86,,115
